continent,location,date,total_cases,total_deaths,total_cases_per_million,total_deaths_per_million,total_tests_per_thousand,positive_rate
Africa,Ethiopia,18/05/2020,317,5,2.757,0.043,0.513,0.003
Africa,Ethiopia,19/05/2020,352,5,3.062,0.043,0.551,0.004
Africa,Ethiopia,20/05/2020,365,5,3.175,0.043,0.572,0.004
Africa,Ethiopia,21/05/2020,389,5,3.384,0.043,0.605,0.005
Africa,Ethiopia,22/05/2020,399,5,3.471,0.043,0.636,0.005
Africa,Ethiopia,23/05/2020,433,5,3.766,0.043,0.696,0.005
Africa,Ethiopia,24/05/2020,494,5,4.297,0.043,0.705,0.008
Africa,Ethiopia,25/05/2020,582,5,5.062,0.043,0.729,0.011
Africa,Ethiopia,26/05/2020,655,5,5.697,0.043,0.759,0.013
Africa,Ethiopia,27/05/2020,701,6,6.098,0.052,0.797,0.013
Africa,Ethiopia,28/05/2020,731,6,6.359,0.052,0.84,0.013
Africa,Ethiopia,29/05/2020,831,7,7.228,0.061,0.884,0.015
Africa,Ethiopia,30/05/2020,968,8,8.42,0.07,0.927,0.02
Africa,Ethiopia,31/05/2020,1063,8,9.246,0.07,0.952,0.02
Africa,Ethiopia,1/06/2020,1172,11,10.195,0.096,0.978,0.021
Africa,Ethiopia,2/06/2020,1257,12,10.934,0.104,1.012,0.021
Africa,Ethiopia,3/06/2020,1344,14,11.691,0.122,1.048,0.022
Africa,Ethiopia,4/06/2020,1486,17,12.926,0.148,1.092,0.026
Africa,Ethiopia,5/06/2020,1636,18,14.231,0.157,1.143,0.027
Africa,Ethiopia,6/06/2020,1805,19,15.701,0.165,1.191,0.028
Africa,Ethiopia,7/06/2020,1934,20,16.823,0.174,1.244,0.026
Africa,Ethiopia,8/06/2020,2020,27,17.571,0.235,1.285,0.024
Africa,Ethiopia,9/06/2020,2156,27,18.754,0.235,1.325,0.025
Africa,Ethiopia,10/06/2020,2336,32,20.319,0.278,1.379,0.026
Africa,Ethiopia,11/06/2020,2506,35,21.798,0.304,1.437,0.026
Africa,Ethiopia,12/06/2020,2670,40,23.225,0.348,1.486,0.026
Africa,Ethiopia,13/06/2020,2915,47,25.356,0.409,1.535,0.028
Africa,Ethiopia,14/06/2020,3166,55,27.539,0.478,1.577,0.032
Africa,Ethiopia,15/06/2020,3345,57,29.096,0.496,1.626,0.034
Africa,Ethiopia,16/06/2020,3521,60,30.627,0.522,1.671,0.034
Africa,Ethiopia,17/06/2020,3630,61,31.575,0.531,1.717,0.033
Africa,Ethiopia,18/06/2020,3759,63,32.697,0.548,1.759,0.034
Africa,Ethiopia,19/06/2020,3954,65,34.394,0.565,1.801,0.036
Africa,Ethiopia,20/06/2020,4070,72,35.403,0.626,1.843,0.033
Africa,Ethiopia,21/06/2020,4469,72,38.873,0.626,1.882,0.037
Africa,Ethiopia,22/06/2020,4532,74,39.421,0.644,1.91,0.036
Africa,Ethiopia,23/06/2020,4663,75,40.561,0.652,1.943,0.037
Africa,Ethiopia,24/06/2020,4848,75,42.17,0.652,1.978,0.041
Africa,Ethiopia,25/06/2020,5034,78,43.788,0.678,2.018,0.043
Africa,Ethiopia,26/06/2020,5175,81,45.014,0.705,2.066,0.04
Africa,Ethiopia,27/06/2020,5425,89,47.189,0.774,2.114,0.044
Africa,Ethiopia,28/06/2020,5570,94,48.45,0.818,2.148,0.036
Africa,Ethiopia,29/06/2020,5689,98,49.485,0.852,2.18,0.037
Africa,Ethiopia,30/06/2020,5846,103,50.851,0.896,2.209,0.039
Africa,Ethiopia,1/07/2020,5846,103,50.851,0.896,2.221,0.036
Africa,Ethiopia,2/07/2020,5846,103,50.851,0.896,2.232,0.033
Africa,Ethiopia,3/07/2020,5846,103,50.851,0.896,2.248,0.032
Africa,Ethiopia,4/07/2020,5846,103,50.851,0.896,2.267,0.024
Africa,Ethiopia,5/07/2020,5846,103,50.851,0.896,2.295,0.016
Africa,Ethiopia,6/07/2020,5846,103,50.851,0.896,2.317,0.01
Africa,Ethiopia,7/07/2020,6386,116,55.548,1.009,2.334,0.038
Africa,Ethiopia,8/07/2020,6666,119,57.984,1.035,2.37,0.048
Africa,Ethiopia,9/07/2020,6774,120,58.923,1.044,2.4,0.048
Africa,Ethiopia,10/07/2020,6973,120,60.654,1.044,2.445,0.05
Africa,Ethiopia,11/07/2020,7120,124,61.933,1.079,2.485,0.051
Africa,Ethiopia,12/07/2020,7402,124,64.386,1.079,2.519,0.061
Africa,Ethiopia,13/07/2020,7560,127,65.76,1.105,2.557,0.062
Africa,Ethiopia,14/07/2020,7766,128,67.552,1.113,2.588,0.047
Africa,Ethiopia,15/07/2020,7969,139,69.318,1.209,2.633,0.043
Africa,Ethiopia,16/07/2020,8181,146,71.162,1.27,2.693,0.042
Africa,Ethiopia,17/07/2020,8475,148,73.719,1.287,2.758,0.042
Africa,Ethiopia,18/07/2020,8803,150,76.572,1.305,2.818,0.044
Africa,Ethiopia,19/07/2020,9147,163,79.564,1.418,2.881,0.042
Africa,Ethiopia,20/07/2020,9503,167,82.661,1.453,2.925,0.046
Africa,Ethiopia,21/07/2020,10207,170,88.785,1.479,2.982,0.054
Africa,Ethiopia,22/07/2020,10511,173,91.429,1.505,3.046,0.054
Africa,Ethiopia,23/07/2020,11072,180,96.309,1.566,3.106,0.061
Africa,Ethiopia,24/07/2020,11524,188,100.24,1.635,3.169,0.064
Africa,Ethiopia,25/07/2020,11933,197,103.798,1.714,3.243,0.064
Africa,Ethiopia,26/07/2020,12693,200,110.409,1.74,3.326,0.069
Africa,Ethiopia,27/07/2020,13968,223,121.499,1.94,3.387,0.084
Africa,Ethiopia,28/07/2020,14547,228,126.536,1.983,3.443,0.082
Africa,Ethiopia,29/07/2020,15200,239,132.216,2.079,3.511,0.088
Africa,Ethiopia,30/07/2020,15810,253,137.522,2.201,3.596,0.084
Africa,Ethiopia,31/07/2020,16615,263,144.524,2.288,3.674,0.088
Africa,Ethiopia,1/08/2020,17530,274,152.483,2.383,3.738,0.098
Africa,Ethiopia,2/08/2020,17999,284,156.563,2.47,3.804,0.097
Africa,Ethiopia,3/08/2020,17999,284,156.563,2.47,3.864,0.073
Africa,Ethiopia,4/08/2020,19289,336,167.784,2.923,3.935,0.084
Africa,Ethiopia,5/08/2020,19877,343,172.898,2.984,3.999,0.083
Africa,Ethiopia,6/08/2020,20336,356,176.891,3.097,4.078,0.082
Africa,Ethiopia,7/08/2020,20900,365,181.797,3.175,4.158,0.077
Africa,Ethiopia,8/08/2020,21452,380,186.598,3.305,4.253,0.066
Africa,Ethiopia,9/08/2020,22253,390,193.566,3.392,4.332,0.07
Africa,Ethiopia,10/08/2020,22818,407,198.48,3.54,4.428,0.074
Africa,Ethiopia,11/08/2020,23591,420,205.204,3.653,4.531,0.063
Africa,Ethiopia,12/08/2020,24175,440,210.284,3.827,4.657,0.057
Africa,Ethiopia,13/08/2020,25118,463,218.487,4.027,4.785,0.059
Africa,Ethiopia,14/08/2020,26204,479,227.933,4.167,4.936,0.059
Africa,Ethiopia,15/08/2020,27242,492,236.962,4.28,5.129,0.057
Africa,Ethiopia,16/08/2020,28894,509,251.332,4.427,5.301,0.06
Africa,Ethiopia,17/08/2020,29876,528,259.874,4.593,5.473,0.059
Africa,Ethiopia,18/08/2020,31336,544,272.573,4.732,5.665,0.059
Africa,Ethiopia,19/08/2020,32722,572,284.629,4.975,5.851,0.062
Africa,Ethiopia,20/08/2020,34058,600,296.25,5.219,6.038,0.062
Africa,Ethiopia,21/08/2020,35836,620,311.716,5.393,6.238,0.064
Africa,Ethiopia,22/08/2020,37665,637,327.625,5.541,6.41,0.071
Africa,Ethiopia,23/08/2020,39033,662,339.525,5.758,6.585,0.069
Africa,Ethiopia,24/08/2020,40671,678,353.773,5.898,6.749,0.074
Africa,Ethiopia,25/08/2020,42143,692,366.577,6.019,6.913,0.075
Africa,Ethiopia,26/08/2020,43688,709,380.016,6.167,7.075,0.078
Africa,Ethiopia,27/08/2020,45221,725,393.351,6.306,7.232,0.081
Africa,Ethiopia,28/08/2020,46407,745,403.667,6.48,7.396,0.079
Africa,Ethiopia,29/08/2020,48140,758,418.741,6.593,7.563,0.079
Africa,Ethiopia,30/08/2020,49654,770,431.911,6.698,7.75,0.079
Africa,Ethiopia,31/08/2020,51122,793,444.68,6.898,7.918,0.078
Africa,Ethiopia,1/09/2020,52131,809,453.457,7.037,8.076,0.075
Africa,Ethiopia,2/09/2020,53304,828,463.66,7.202,8.262,0.07
Africa,Ethiopia,3/09/2020,54409,846,473.272,7.359,8.443,0.066
Africa,Ethiopia,4/09/2020,55213,856,480.265,7.446,8.649,0.061
Africa,Ethiopia,5/09/2020,56516,880,491.599,7.655,8.862,0.056
Africa,Ethiopia,6/09/2020,57466,897,499.863,7.802,9.081,0.051
Africa,Ethiopia,7/09/2020,58672,918,510.353,7.985,9.25,0.049
Africa,Ethiopia,8/09/2020,59648,933,518.843,8.116,9.379,0.05
Africa,Ethiopia,9/09/2020,60784,949,528.724,8.255,9.515,0.052
Africa,Ethiopia,10/09/2020,61700,966,536.692,8.403,9.66,0.052
Africa,Ethiopia,11/09/2020,62578,974,544.329,8.472,9.765,0.057
Africa,Ethiopia,12/09/2020,63367,986,551.192,8.577,9.837,0.061
Africa,Ethiopia,13/09/2020,63888,996,555.724,8.664,9.899,0.068
Africa,Ethiopia,14/09/2020,64301,1013,559.316,8.811,9.979,0.067
Africa,Ethiopia,15/09/2020,64786,1022,563.535,8.89,10.067,0.065
Africa,Ethiopia,16/09/2020,65486,1035,569.624,9.003,10.139,0.065
Africa,Ethiopia,17/09/2020,66224,1045,576.043,9.09,10.232,0.069
Africa,Ethiopia,18/09/2020,66913,1060,582.036,9.22,10.303,0.07
Africa,Ethiopia,19/09/2020,67515,1072,587.273,9.325,10.393,0.065
Africa,Ethiopia,20/09/2020,68131,1089,592.631,9.473,10.463,0.065
Africa,Ethiopia,21/09/2020,68820,1096,598.624,9.533,10.533,0.071
Africa,Ethiopia,22/09/2020,69709,1108,606.357,9.638,10.592,0.081
Africa,Ethiopia,23/09/2020,70422,1127,612.559,9.803,10.667,0.081
Africa,Ethiopia,24/09/2020,71083,1141,618.309,9.925,10.739,0.083
Africa,Ethiopia,25/09/2020,71687,1148,623.563,9.986,10.802,0.083
Africa,Ethiopia,26/09/2020,72173,1155,627.79,10.047,10.869,0.085
Africa,Ethiopia,27/09/2020,72700,1165,632.374,10.134,10.927,0.086
Africa,Ethiopia,28/09/2020,73332,1170,637.872,10.177,10.968,0.09
Africa,Ethiopia,29/09/2020,73944,1177,643.195,10.238,11.014,0.087
Africa,Ethiopia,30/09/2020,74584,1191,648.762,10.36,11.067,0.09
Africa,Ethiopia,1/10/2020,75368,1198,655.582,10.421,11.124,0.097
Africa,Ethiopia,2/10/2020,76098,1205,661.931,10.482,11.184,0.101
Africa,Ethiopia,3/10/2020,76988,1208,669.673,10.508,11.251,0.11
Africa,Ethiopia,4/10/2020,77860,1214,677.258,10.56,11.322,0.114
Africa,Ethiopia,5/10/2020,78819,1222,685.6,10.629,11.374,0.117
Africa,Ethiopia,6/10/2020,79437,1230,690.975,10.699,11.42,0.118
Africa,Ethiopia,7/10/2020,80003,1238,695.899,10.769,11.492,0.111
Africa,Ethiopia,8/10/2020,80895,1255,703.658,10.917,11.55,0.113
Africa,Ethiopia,9/10/2020,81797,1262,711.504,10.977,11.62,0.114
Africa,Ethiopia,10/10/2020,82662,1271,719.028,11.056,11.684,0.114
Africa,Ethiopia,11/10/2020,83429,1277,725.699,11.108,11.748,0.114
Africa,Ethiopia,12/10/2020,84295,1287,733.232,11.195,11.801,0.112
Africa,Ethiopia,13/10/2020,85136,1301,740.548,11.317,11.856,0.114
Africa,Ethiopia,14/10/2020,85718,1305,745.61,11.351,11.918,0.117
Africa,Ethiopia,15/10/2020,86430,1312,751.803,11.412,11.978,0.112
Africa,Ethiopia,16/10/2020,87169,1325,758.231,11.525,12.036,0.112
Africa,Ethiopia,17/10/2020,87834,1337,764.016,11.63,12.092,0.11
Africa,Ethiopia,18/10/2020,88434,1346,769.235,11.708,12.155,0.107
Africa,Ethiopia,19/10/2020,89137,1352,775.35,11.76,12.212,0.102
Africa,Ethiopia,20/10/2020,89860,1365,781.639,11.873,12.269,0.099
Africa,Ethiopia,21/10/2020,90490,1371,787.119,11.926,12.324,0.102
Africa,Ethiopia,22/10/2020,91118,1384,792.581,12.039,12.382,0.101
Africa,Ethiopia,23/10/2020,91693,1396,797.583,12.143,12.439,0.098
Africa,Ethiopia,24/10/2020,92229,1400,802.245,12.178,12.504,0.093
Africa,Ethiopia,25/10/2020,92858,1419,807.717,12.343,12.565,0.094
Africa,Ethiopia,26/10/2020,93343,1426,811.935,12.404,,
Africa,Ethiopia,27/10/2020,93707,1437,815.102,12.5,,
Europe,Faeroe Islands,6/03/2020,1,,20.465,,,
Europe,Faeroe Islands,7/03/2020,2,,40.929,,,
Europe,Faeroe Islands,8/03/2020,3,,61.394,,,
Europe,Faeroe Islands,9/03/2020,3,,61.394,,,
Europe,Faeroe Islands,10/03/2020,3,,61.394,,,
Europe,Faeroe Islands,11/03/2020,3,,61.394,,,
Europe,Faeroe Islands,12/03/2020,3,,61.394,,,
Europe,Faeroe Islands,13/03/2020,3,,61.394,,,
Europe,Faeroe Islands,14/03/2020,3,,61.394,,,
Europe,Faeroe Islands,15/03/2020,3,,61.394,,,
Europe,Faeroe Islands,16/03/2020,9,,184.181,,,
Europe,Faeroe Islands,17/03/2020,11,,225.11,,,
Europe,Faeroe Islands,18/03/2020,18,,368.362,,,
Europe,Faeroe Islands,19/03/2020,47,,961.834,,,
Europe,Faeroe Islands,20/03/2020,72,,1473.447,,,
Europe,Faeroe Islands,21/03/2020,80,,1637.164,,,
Europe,Faeroe Islands,22/03/2020,92,,1882.738,,,
Europe,Faeroe Islands,23/03/2020,115,,2353.423,,,
Europe,Faeroe Islands,24/03/2020,118,,2414.816,,,
Europe,Faeroe Islands,25/03/2020,122,,2496.675,,,
Europe,Faeroe Islands,26/03/2020,132,,2701.32,,,
Europe,Faeroe Islands,27/03/2020,140,,2865.036,,,
Europe,Faeroe Islands,28/03/2020,144,,2946.895,,,
Europe,Faeroe Islands,29/03/2020,155,,3172.005,,,
Europe,Faeroe Islands,30/03/2020,159,,3253.863,,,
Europe,Faeroe Islands,31/03/2020,168,,3438.044,,,
Europe,Faeroe Islands,1/04/2020,169,,3458.508,,,
Europe,Faeroe Islands,2/04/2020,173,,3540.366,,,
Europe,Faeroe Islands,3/04/2020,177,,3622.224,,,
Europe,Faeroe Islands,4/04/2020,179,,3663.154,,,
Europe,Faeroe Islands,5/04/2020,181,,3704.083,,,
Europe,Faeroe Islands,6/04/2020,181,,3704.083,,,
Europe,Faeroe Islands,7/04/2020,183,,3745.012,,,
Europe,Faeroe Islands,8/04/2020,184,,3765.476,,,
Europe,Faeroe Islands,9/04/2020,184,,3765.476,,,
Europe,Faeroe Islands,10/04/2020,184,,3765.476,,,
Europe,Faeroe Islands,11/04/2020,184,,3765.476,,,
Europe,Faeroe Islands,12/04/2020,184,,3765.476,,,
Europe,Faeroe Islands,13/04/2020,184,,3765.476,,,
Europe,Faeroe Islands,14/04/2020,184,,3765.476,,,
Europe,Faeroe Islands,15/04/2020,184,,3765.476,,,
Europe,Faeroe Islands,16/04/2020,184,,3765.476,,,
Europe,Faeroe Islands,17/04/2020,184,,3765.476,,,
Europe,Faeroe Islands,18/04/2020,184,,3765.476,,,
Europe,Faeroe Islands,19/04/2020,184,,3765.476,,,
Europe,Faeroe Islands,20/04/2020,185,,3785.941,,,
Europe,Faeroe Islands,21/04/2020,185,,3785.941,,,
Europe,Faeroe Islands,22/04/2020,185,,3785.941,,,
Europe,Faeroe Islands,23/04/2020,185,,3785.941,,,
Europe,Faeroe Islands,24/04/2020,187,,3826.87,,,
Europe,Faeroe Islands,25/04/2020,187,,3826.87,,,
Europe,Faeroe Islands,26/04/2020,187,,3826.87,,,
Europe,Faeroe Islands,27/04/2020,187,,3826.87,,,
Europe,Faeroe Islands,28/04/2020,187,,3826.87,,,
Europe,Faeroe Islands,29/04/2020,187,,3826.87,,,
Europe,Faeroe Islands,30/04/2020,187,,3826.87,,,
Europe,Faeroe Islands,1/05/2020,187,,3826.87,,,
Europe,Faeroe Islands,2/05/2020,187,,3826.87,,,
Europe,Faeroe Islands,3/05/2020,187,,3826.87,,,
Europe,Faeroe Islands,4/05/2020,187,,3826.87,,,
Europe,Faeroe Islands,5/05/2020,187,,3826.87,,,
Europe,Faeroe Islands,6/05/2020,187,,3826.87,,,
Europe,Faeroe Islands,7/05/2020,187,,3826.87,,,
Europe,Faeroe Islands,8/05/2020,187,,3826.87,,,
Europe,Faeroe Islands,9/05/2020,187,,3826.87,,,
Europe,Faeroe Islands,10/05/2020,187,,3826.87,,,
Europe,Faeroe Islands,11/05/2020,187,,3826.87,,,
Europe,Faeroe Islands,12/05/2020,187,,3826.87,,,
Europe,Faeroe Islands,13/05/2020,187,,3826.87,,,
Europe,Faeroe Islands,14/05/2020,187,,3826.87,,,
Europe,Faeroe Islands,15/05/2020,187,,3826.87,,,
Europe,Faeroe Islands,16/05/2020,187,,3826.87,,,
Europe,Faeroe Islands,17/05/2020,187,,3826.87,,,
Europe,Faeroe Islands,18/05/2020,187,,3826.87,,,
Europe,Faeroe Islands,19/05/2020,187,,3826.87,,,
Europe,Faeroe Islands,20/05/2020,187,,3826.87,,,
Europe,Faeroe Islands,21/05/2020,187,,3826.87,,,
Europe,Faeroe Islands,22/05/2020,187,,3826.87,,,
Europe,Faeroe Islands,23/05/2020,187,,3826.87,,,
Europe,Faeroe Islands,24/05/2020,187,,3826.87,,,
Europe,Faeroe Islands,25/05/2020,187,,3826.87,,,
Europe,Faeroe Islands,26/05/2020,187,,3826.87,,,
Europe,Faeroe Islands,27/05/2020,187,,3826.87,,,
Europe,Faeroe Islands,28/05/2020,187,,3826.87,,,
Europe,Faeroe Islands,29/05/2020,187,,3826.87,,,
Europe,Faeroe Islands,30/05/2020,187,,3826.87,,,
Europe,Faeroe Islands,31/05/2020,187,,3826.87,,,
Europe,Faeroe Islands,1/06/2020,187,,3826.87,,,
Europe,Faeroe Islands,2/06/2020,187,,3826.87,,,
Europe,Faeroe Islands,3/06/2020,187,,3826.87,,,
Europe,Faeroe Islands,4/06/2020,187,,3826.87,,,
Europe,Faeroe Islands,5/06/2020,187,,3826.87,,,
Europe,Faeroe Islands,6/06/2020,187,,3826.87,,,
Europe,Faeroe Islands,7/06/2020,187,,3826.87,,,
Europe,Faeroe Islands,8/06/2020,187,,3826.87,,,
Europe,Faeroe Islands,9/06/2020,187,,3826.87,,,
Europe,Faeroe Islands,10/06/2020,187,,3826.87,,,
Europe,Faeroe Islands,11/06/2020,187,,3826.87,,,
Europe,Faeroe Islands,12/06/2020,187,,3826.87,,,
Europe,Faeroe Islands,13/06/2020,187,,3826.87,,,
Europe,Faeroe Islands,14/06/2020,187,,3826.87,,,
Europe,Faeroe Islands,15/06/2020,187,,3826.87,,,
Europe,Faeroe Islands,16/06/2020,187,,3826.87,,,
Europe,Faeroe Islands,17/06/2020,187,,3826.87,,,
Europe,Faeroe Islands,18/06/2020,187,,3826.87,,,
Europe,Faeroe Islands,19/06/2020,187,,3826.87,,,
Europe,Faeroe Islands,20/06/2020,187,,3826.87,,,
Europe,Faeroe Islands,21/06/2020,187,,3826.87,,,
Europe,Faeroe Islands,22/06/2020,187,,3826.87,,,
Europe,Faeroe Islands,23/06/2020,187,,3826.87,,,
Europe,Faeroe Islands,24/06/2020,187,,3826.87,,,
Europe,Faeroe Islands,25/06/2020,187,,3826.87,,,
Europe,Faeroe Islands,26/06/2020,187,,3826.87,,,
Europe,Faeroe Islands,27/06/2020,187,,3826.87,,,
Europe,Faeroe Islands,28/06/2020,187,,3826.87,,,
Europe,Faeroe Islands,29/06/2020,187,,3826.87,,,
Europe,Faeroe Islands,30/06/2020,187,,3826.87,,,
Europe,Faeroe Islands,1/07/2020,187,,3826.87,,,
Europe,Faeroe Islands,2/07/2020,187,,3826.87,,,
Europe,Faeroe Islands,3/07/2020,187,,3826.87,,,
Europe,Faeroe Islands,4/07/2020,187,,3826.87,,,
Europe,Faeroe Islands,5/07/2020,187,,3826.87,,,
Europe,Faeroe Islands,6/07/2020,187,,3826.87,,,
Europe,Faeroe Islands,7/07/2020,187,,3826.87,,,
Europe,Faeroe Islands,8/07/2020,188,,3847.334,,,
Europe,Faeroe Islands,9/07/2020,188,,3847.334,,,
Europe,Faeroe Islands,10/07/2020,188,,3847.334,,,
Europe,Faeroe Islands,11/07/2020,188,,3847.334,,,
Europe,Faeroe Islands,12/07/2020,188,,3847.334,,,
Europe,Faeroe Islands,13/07/2020,188,,3847.334,,,
Europe,Faeroe Islands,14/07/2020,188,,3847.334,,,
Europe,Faeroe Islands,15/07/2020,188,,3847.334,,,
Europe,Faeroe Islands,16/07/2020,188,,3847.334,,,
Europe,Faeroe Islands,17/07/2020,188,,3847.334,,,
Europe,Faeroe Islands,18/07/2020,188,,3847.334,,,
Europe,Faeroe Islands,19/07/2020,188,,3847.334,,,
Europe,Faeroe Islands,20/07/2020,191,,3908.728,,,
Europe,Faeroe Islands,21/07/2020,191,,3908.728,,,
Europe,Faeroe Islands,22/07/2020,191,,3908.728,,,
Europe,Faeroe Islands,23/07/2020,191,,3908.728,,,
Europe,Faeroe Islands,24/07/2020,191,,3908.728,,,
Europe,Faeroe Islands,25/07/2020,191,,3908.728,,,
Europe,Faeroe Islands,26/07/2020,191,,3908.728,,,
Europe,Faeroe Islands,27/07/2020,191,,3908.728,,,
Europe,Faeroe Islands,28/07/2020,214,,4379.413,,,
Europe,Faeroe Islands,29/07/2020,220,,4502.2,,,
Europe,Faeroe Islands,30/07/2020,220,,4502.2,,,
Europe,Faeroe Islands,31/07/2020,220,,4502.2,,,
Europe,Faeroe Islands,1/08/2020,225,,4604.523,,,
Europe,Faeroe Islands,2/08/2020,225,,4604.523,,,
Europe,Faeroe Islands,3/08/2020,225,,4604.523,,,
Europe,Faeroe Islands,4/08/2020,225,,4604.523,,,
Europe,Faeroe Islands,5/08/2020,227,,4645.452,,,
Europe,Faeroe Islands,6/08/2020,241,,4931.955,,,
Europe,Faeroe Islands,7/08/2020,241,,4931.955,,,
Europe,Faeroe Islands,8/08/2020,291,,5955.183,,,
Europe,Faeroe Islands,9/08/2020,291,,5955.183,,,
Europe,Faeroe Islands,10/08/2020,291,,5955.183,,,
Europe,Faeroe Islands,11/08/2020,313,,6405.403,,,
Europe,Faeroe Islands,12/08/2020,324,,6630.513,,,
Europe,Faeroe Islands,13/08/2020,339,,6937.481,,,
Europe,Faeroe Islands,14/08/2020,362,,7408.165,,,
Europe,Faeroe Islands,15/08/2020,362,,7408.165,,,
Europe,Faeroe Islands,16/08/2020,370,,7571.882,,,
Europe,Faeroe Islands,17/08/2020,372,,7612.811,,,
Europe,Faeroe Islands,18/08/2020,373,,7633.275,,,
Europe,Faeroe Islands,19/08/2020,373,,7633.275,,,
Europe,Faeroe Islands,20/08/2020,382,,7817.456,,,
Europe,Faeroe Islands,21/08/2020,383,,7837.921,,,
Europe,Faeroe Islands,22/08/2020,384,,7858.385,,,
Europe,Faeroe Islands,23/08/2020,384,,7858.385,,,
Europe,Faeroe Islands,24/08/2020,384,,7858.385,,,
Europe,Faeroe Islands,25/08/2020,410,,8390.464,,,
Europe,Faeroe Islands,26/08/2020,411,,8410.928,,,
Europe,Faeroe Islands,27/08/2020,411,,8410.928,,,
Europe,Faeroe Islands,28/08/2020,411,,8410.928,,,
Europe,Faeroe Islands,29/08/2020,411,,8410.928,,,
Europe,Faeroe Islands,30/08/2020,411,,8410.928,,,
Europe,Faeroe Islands,31/08/2020,411,,8410.928,,,
Europe,Faeroe Islands,1/09/2020,411,,8410.928,,,
Europe,Faeroe Islands,2/09/2020,411,,8410.928,,,
Europe,Faeroe Islands,3/09/2020,411,,8410.928,,,
Europe,Faeroe Islands,4/09/2020,412,,8431.393,,,
Europe,Faeroe Islands,5/09/2020,413,,8451.857,,,
Europe,Faeroe Islands,6/09/2020,413,,8451.857,,,
Europe,Faeroe Islands,7/09/2020,413,,8451.857,,,
Europe,Faeroe Islands,8/09/2020,413,,8451.857,,,
Europe,Faeroe Islands,9/09/2020,414,,8472.322,,,
Europe,Faeroe Islands,10/09/2020,415,,8492.786,,,
Europe,Faeroe Islands,11/09/2020,415,,8492.786,,,
Europe,Faeroe Islands,12/09/2020,416,,8513.251,,,
Europe,Faeroe Islands,13/09/2020,418,,8554.18,,,
Europe,Faeroe Islands,14/09/2020,423,,8656.503,,,
Europe,Faeroe Islands,15/09/2020,423,,8656.503,,,
Europe,Faeroe Islands,16/09/2020,428,,8758.825,,,
Europe,Faeroe Islands,17/09/2020,428,,8758.825,,,
Europe,Faeroe Islands,18/09/2020,429,,8779.29,,,
Europe,Faeroe Islands,19/09/2020,430,,8799.754,,,
Europe,Faeroe Islands,20/09/2020,431,,8820.219,,,
Europe,Faeroe Islands,21/09/2020,434,,8881.613,,,
Europe,Faeroe Islands,22/09/2020,437,,8943.006,,,
Europe,Faeroe Islands,23/09/2020,448,,9168.116,,,
Europe,Faeroe Islands,24/09/2020,451,,9229.51,,,
Europe,Faeroe Islands,25/09/2020,455,,9311.368,,,
Europe,Faeroe Islands,26/09/2020,458,,9372.762,,,
Europe,Faeroe Islands,27/09/2020,460,,9413.691,,,
Europe,Faeroe Islands,28/09/2020,460,,9413.691,,,
Europe,Faeroe Islands,29/09/2020,460,,9413.691,,,
Europe,Faeroe Islands,30/09/2020,463,,9475.084,,,
Europe,Faeroe Islands,1/10/2020,467,,9556.943,,,
Europe,Faeroe Islands,2/10/2020,472,,9659.265,,,
Europe,Faeroe Islands,3/10/2020,472,,9659.265,,,
Europe,Faeroe Islands,4/10/2020,473,,9679.73,,,
Europe,Faeroe Islands,5/10/2020,474,,9700.194,,,
Europe,Faeroe Islands,6/10/2020,475,,9720.659,,,
Europe,Faeroe Islands,7/10/2020,475,,9720.659,,,
Europe,Faeroe Islands,8/10/2020,476,,9741.124,,,
Europe,Faeroe Islands,9/10/2020,477,,9761.588,,,
Europe,Faeroe Islands,10/10/2020,477,,9761.588,,,
Europe,Faeroe Islands,11/10/2020,477,,9761.588,,,
Europe,Faeroe Islands,12/10/2020,477,,9761.588,,,
Europe,Faeroe Islands,13/10/2020,477,,9761.588,,,
Europe,Faeroe Islands,14/10/2020,477,,9761.588,,,
Europe,Faeroe Islands,15/10/2020,478,,9782.053,,,
Europe,Faeroe Islands,16/10/2020,480,,9822.982,,,
Europe,Faeroe Islands,17/10/2020,482,,9863.911,,,
Europe,Faeroe Islands,18/10/2020,483,,9884.375,,,
Europe,Faeroe Islands,19/10/2020,485,,9925.304,,,
Europe,Faeroe Islands,20/10/2020,485,,9925.304,,,
Europe,Faeroe Islands,21/10/2020,488,,9986.698,,,
Europe,Faeroe Islands,22/10/2020,488,,9986.698,,,
Europe,Faeroe Islands,23/10/2020,490,,10027.627,,,
Europe,Faeroe Islands,24/10/2020,490,,10027.627,,,
Europe,Faeroe Islands,25/10/2020,490,,10027.627,,,
Europe,Faeroe Islands,26/10/2020,490,,10027.627,,,
Europe,Faeroe Islands,27/10/2020,490,,10027.627,,,
South America,Falkland Islands,4/04/2020,1,,287.109,,,
South America,Falkland Islands,5/04/2020,1,,287.109,,,
South America,Falkland Islands,6/04/2020,2,,574.218,,,
South America,Falkland Islands,7/04/2020,2,,574.218,,,
South America,Falkland Islands,8/04/2020,5,,1435.544,,,
South America,Falkland Islands,9/04/2020,5,,1435.544,,,
South America,Falkland Islands,10/04/2020,5,,1435.544,,,
South America,Falkland Islands,11/04/2020,5,,1435.544,,,
South America,Falkland Islands,12/04/2020,5,,1435.544,,,
